# Sensor Strada Sfinții Voievozi, Popești-Leordeni, Romania (uRad Monitor/160000ee)
# https://aqicn.org/station/@109861/
# Daily met.t
date,min,max,median,q1,q3,stdev,count
2022-01-11T00:00:00.000Z,-1.92,2.98,-0.66,-1.15,0.1,0.989,1239
2022-01-12T00:00:00.000Z,-2.48,3.25,0.31,-1.7,1.71,1.735,1286
2022-01-13T00:00:00.000Z,-0.62,3.86,0.91,0.08,1.69,1.169,1262
2022-01-14T00:00:00.000Z,-1.5,10.27,5.37,1.42,6.73,3.217,1132
2022-01-15T00:00:00.000Z,1.81,16.8,4.92,3.44,9.46,3.64,1246
2022-01-16T00:00:00.000Z,-0.28,12.17,3.32,1.52,6.61,2.993,1237
2022-01-17T00:00:00.000Z,0.89,12.33,6.3,2.36,7.8,3.027,1276
2022-01-18T00:00:00.000Z,1.93,11.68,4.25,3.89,6.37,2.136,1243
2022-01-19T00:00:00.000Z,0.7,13.41,3.19,2.24,6.99,2.93,1281
2022-01-20T00:00:00.000Z,-0.23,12.75,7.55,1.36,8.5,3.75,1228
2022-01-21T00:00:00.000Z,1.05,9.83,5.8,2.75,7.34,2.464,1110
2022-01-22T00:00:00.000Z,-2.34,10.47,3.03,-0.66,5.51,3.482,772
2022-01-23T00:00:00.000Z,-3.39,5.24,3.01,-0.01,4.3,2.707,960
2022-01-24T00:00:00.000Z,-2.71,4.38,-0.13,-1.91,1.76,2.1,1318
2022-01-25T00:00:00.000Z,-2.06,9.91,1.04,0.2,3.95,2.605,1314
2022-01-26T00:00:00.000Z,0.38,6.57,3.15,1.11,5.53,2.033,1307
2022-01-27T00:00:00.000Z,1.75,10.97,3.64,2.76,7.34,2.813,1302
2022-01-28T00:00:00.000Z,1.58,8.42,3.2,2,4.07,1.92,695
2022-01-29T00:00:00.000Z,0.76,13.9,4.09,2.38,8.88,3.408,1299
2022-01-30T00:00:00.000Z,-1.41,12.61,6.25,0.52,10.11,4.67,1274
2022-01-31T00:00:00.000Z,4.28,16.59,6.53,5.35,10.68,3.116,1299
2022-02-01T00:00:00.000Z,2.17,8.32,6.55,4.69,6.98,1.633,1257
2022-02-02T00:00:00.000Z,3.99,8.83,5.71,4.72,7.93,1.614,1297
2022-02-03T00:00:00.000Z,2.04,16.14,6.14,3.73,10.74,4.002,1270
2022-02-04T00:00:00.000Z,1.71,15.03,5.5,2.74,9.5,3.512,1275
2022-02-05T00:00:00.000Z,2.34,16.85,8.4,3.21,13.02,4.337,1313
2022-02-06T00:00:00.000Z,3.87,11.14,5.8,4.42,7.5,1.956,900
2022-02-07T00:00:00.000Z,4.99,12.73,9.18,5.6,9.86,2.495,1288
2022-02-08T00:00:00.000Z,3.48,10.42,6.15,5.49,8.3,1.608,1291
2022-02-09T00:00:00.000Z,4.5,17.39,6.84,5.34,13.38,3.834,1275
2022-02-10T00:00:00.000Z,3.2,18.07,9.36,4.97,14.26,4.292,1255
2022-02-11T00:00:00.000Z,4.68,19.07,10.15,6.44,15.61,4.643,1262
2022-02-12T00:00:00.000Z,3.03,11.63,7.16,5.24,8.75,2.145,1241
2022-02-13T00:00:00.000Z,0.66,10.95,5.4,2.68,8.68,3.085,1248
2022-02-14T00:00:00.000Z,2.29,12.93,7.11,3.41,8.61,3.16,597
2022-02-15T00:00:00.000Z,2.43,17.16,9.25,5.76,13.03,4.13,832
2022-02-16T00:00:00.000Z,4.55,21.61,12.76,9.35,18.32,5.22,811
2022-02-17T00:00:00.000Z,4.76,19.55,12.57,8.86,16.57,4.19,859
2022-02-18T00:00:00.000Z,5.87,18.14,11.39,9.86,13.52,2.796,915
2022-02-19T00:00:00.000Z,4.66,13.5,6.5,5.79,11.33,3.016,323
2022-02-20T00:00:00.000Z,6.87,12,9.93,9.36,10.69,1.15,781
2022-02-21T00:00:00.000Z,4.51,18,10.88,6.67,15.04,4.094,863
2022-02-22T00:00:00.000Z,8.53,15.53,12.66,11.06,14.47,2.104,816
2022-02-23T00:00:00.000Z,6.84,17.01,11.25,10.15,13.37,2.502,830
2022-02-24T00:00:00.000Z,5.53,13.45,9.05,7.2,11.42,2.314,878
2022-02-25T00:00:00.000Z,4.23,14.45,8.22,5.34,12.04,3.422,779
2022-02-26T00:00:00.000Z,4.65,13.12,7.01,6.04,10.07,2.302,919
2022-02-27T00:00:00.000Z,4.04,8.65,6.14,5.38,7.66,1.277,922
2022-02-28T00:00:00.000Z,-0.11,5.15,2.37,1.08,3.39,1.246,944
2022-03-01T00:00:00.000Z,2.31,7.23,5.13,3.78,5.59,1.231,751
2022-03-02T00:00:00.000Z,2.89,11.3,5.89,4.19,9.23,2.604,864
2022-03-03T00:00:00.000Z,3.7,11.01,8.13,6.03,9.67,2.076,764
2022-03-04T00:00:00.000Z,2.6,10.49,6.38,5.37,8.23,1.81,845
2022-03-05T00:00:00.000Z,1.7,8.21,5.42,3.35,6.91,1.961,785
2022-03-06T00:00:00.000Z,-0.35,4.8,3.23,1.63,4.05,1.387,818
2022-03-07T00:00:00.000Z,1.53,7.68,4.88,2.27,6.35,1.993,699
2022-03-08T00:00:00.000Z,0.05,9.55,4.28,2.23,6.88,2.78,897
2022-03-09T00:00:00.000Z,0.44,6.04,2.33,1.65,4.26,1.438,826
2022-03-10T00:00:00.000Z,-3.3,3.04,1.06,0.15,1.85,1.461,987
2022-03-11T00:00:00.000Z,-3.82,6.41,1.03,-0.74,4.38,3.076,1029
2022-03-12T00:00:00.000Z,-0.89,6.91,4.8,0.65,6.03,2.641,680
2022-03-13T00:00:00.000Z,2.31,10.93,6.87,4.45,9.38,2.677,716
2022-03-14T00:00:00.000Z,4.51,12.35,7.48,5.38,10.85,2.737,953
2022-03-15T00:00:00.000Z,3.35,17.76,11.22,6.78,15.68,4.741,860
2022-03-16T00:00:00.000Z,0.88,10.72,6.87,5.6,9.19,2.567,841
2022-03-17T00:00:00.000Z,0.57,7.19,4.62,1.67,6.29,2.231,827
2022-03-18T00:00:00.000Z,-0.88,8.14,4.8,1.4,6.6,2.878,842
2022-03-19T00:00:00.000Z,0.71,5.89,3.56,2.47,4.76,1.295,822
2022-03-20T00:00:00.000Z,0.89,8.96,6.9,4.73,8.08,2.489,938
2022-03-21T00:00:00.000Z,2.42,13.25,11.06,7.51,11.95,3.606,850
2022-03-22T00:00:00.000Z,6.36,14.9,11.18,8.94,13.79,2.612,873
2022-03-23T00:00:00.000Z,5.7,16.72,12.88,8.13,15.61,3.945,907
2022-03-24T00:00:00.000Z,5.88,24.34,16.88,10.38,22.48,6.183,982
2022-03-25T00:00:00.000Z,6.22,21.01,9.27,7.32,18.64,5.239,869
2022-03-26T00:00:00.000Z,4.66,6.87,5.62,5.23,6.06,0.58,187
2022-03-27T00:00:00.000Z,6.99,24.18,20.02,12.84,20.54,4.851,585
2022-03-28T00:00:00.000Z,5.39,20.89,15.68,12.49,18.93,4.77,908
2022-03-29T00:00:00.000Z,10.6,25.21,19.21,14.48,23.54,4.813,867
2022-03-30T00:00:00.000Z,9.25,26.59,19.27,13.15,24.06,5.57,934
2022-03-31T00:00:00.000Z,14.09,25.39,19.8,16.98,24.19,3.699,896
2022-04-01T00:00:00.000Z,14.96,28.55,18.85,16.17,24.39,4.481,935
2022-04-02T00:00:00.000Z,11.01,22.26,15.87,13.76,21.03,3.696,856
2022-04-03T00:00:00.000Z,6.06,17.82,11.83,8.52,14.94,3.542,910
2022-04-04T00:00:00.000Z,5.32,15.18,11.9,7.95,14,3.22,822
2022-04-05T00:00:00.000Z,4.92,19.91,15.34,10.94,18.42,4.811,810
2022-04-06T00:00:00.000Z,8.69,24.09,18.82,12.38,22.65,5.203,939
2022-04-07T00:00:00.000Z,9.23,24,13.61,12.09,16.23,4.014,940
2022-04-08T00:00:00.000Z,10.67,25.28,19.82,15.36,23.37,4.847,898
2022-04-09T00:00:00.000Z,13.58,27.71,22.91,18.12,26.08,4.413,765
2022-04-10T00:00:00.000Z,6.33,17.21,10.14,7.85,12.07,2.705,869
2022-04-11T00:00:00.000Z,6.83,14.92,12.28,9.03,13.96,2.593,959
2022-04-12T00:00:00.000Z,6.74,17.93,14.93,10.28,16.23,3.334,918
2022-04-13T00:00:00.000Z,8.83,18.86,15.92,12.17,17.77,3.138,924
2022-04-14T00:00:00.000Z,9.83,23.41,17.88,14.16,22.59,4.433,910
2022-04-15T00:00:00.000Z,11.36,26.58,20,15.31,24.94,4.97,971
2022-04-16T00:00:00.000Z,9.47,24.78,19.93,13.47,23.62,4.946,984
2022-04-17T00:00:00.000Z,2.91,9.42,5.96,4.42,7.32,1.678,909
2022-04-18T00:00:00.000Z,6.32,13.33,10.45,8.11,12.11,2.112,825
2022-04-19T00:00:00.000Z,6.77,12.79,8.98,8.46,10.33,1.276,858
2022-04-20T00:00:00.000Z,5.76,17.92,13.06,8.96,16.26,3.865,804
2022-04-21T00:00:00.000Z,6.93,19.23,13.98,10.23,17.88,4.218,862
2022-04-22T00:00:00.000Z,10.65,19.89,14.71,12.42,18.45,3.096,920
2022-04-23T00:00:00.000Z,10.79,23.39,19.17,15.68,22.16,4.051,900
2022-04-24T00:00:00.000Z,12.67,27.77,21.16,16.94,25.79,4.885,908
2022-04-25T00:00:00.000Z,14.45,28.66,22.55,18.38,27.05,4.571,880
2022-04-26T00:00:00.000Z,14.64,27.47,22.17,18.28,26.33,4.184,906
2022-04-27T00:00:00.000Z,13.39,26.86,19.72,16.39,24.35,4.235,967
2022-04-28T00:00:00.000Z,13.19,19.77,17.6,14.8,18.42,1.928,771
2022-04-29T00:00:00.000Z,11.02,18,15.6,14.38,17.11,1.741,869
2022-04-30T00:00:00.000Z,10.77,20.07,16.97,14.56,18.52,2.66,845
2022-05-01T00:00:00.000Z,11.22,23.66,18.66,14.32,22.34,4.096,922
2022-05-02T00:00:00.000Z,11.29,22.47,17.73,14.22,21.04,3.632,800
2022-05-03T00:00:00.000Z,12.67,22.26,16.26,14.39,20.38,3.075,729
2022-05-04T00:00:00.000Z,12.14,24.36,19.04,15.67,22.76,3.809,851
2022-05-05T00:00:00.000Z,14.27,24.02,19.28,16.13,22.54,3.228,913
2022-05-06T00:00:00.000Z,11.77,24.41,19.12,14.47,23.43,4.345,944
2022-05-07T00:00:00.000Z,10.19,24.11,17.84,13.5,22.9,4.566,983
2022-05-08T00:00:00.000Z,11.09,24.59,18.69,14.72,22.41,4.27,912
2022-05-09T00:00:00.000Z,11.01,26.14,20.16,14.8,24.68,5.024,883
2022-05-10T00:00:00.000Z,15.59,23.34,18.11,17.11,20.82,2.207,844
2022-05-11T00:00:00.000Z,14.68,28.15,23.15,19.27,26.68,4.265,888
2022-05-12T00:00:00.000Z,15.68,31.53,24.27,20.38,28.91,4.972,894
2022-05-13T00:00:00.000Z,19.21,33.79,26.47,22.91,30.94,4.503,778
2022-05-14T00:00:00.000Z,19.87,32.39,24.85,22.02,30.91,4.195,882
2022-05-15T00:00:00.000Z,18.47,28.54,22.97,20.27,26.29,3.141,855
2022-05-16T00:00:00.000Z,20.5,29.14,24.41,22.25,27.64,2.725,860
2022-05-17T00:00:00.000Z,19.69,32.74,25.41,21.59,31.17,4.521,886
2022-05-18T00:00:00.000Z,10.27,20.72,15.49,13.5,18.12,2.969,883
2022-05-19T00:00:00.000Z,12.36,24.29,20.65,17.48,23.53,3.842,894
2022-05-20T00:00:00.000Z,14.81,29.12,22.23,18.47,27.95,4.777,807
2022-05-21T00:00:00.000Z,17.09,31.5,26.38,22.47,30.5,4.808,863
2022-05-22T00:00:00.000Z,18.95,30.04,23.74,21.75,28.52,3.436,826
2022-05-23T00:00:00.000Z,17.19,26.33,21.56,18.77,24.21,2.849,876
2022-05-24T00:00:00.000Z,15.86,26.51,20.92,18.09,24.2,3.338,858
2022-05-25T00:00:00.000Z,14.02,30.02,23.93,18.64,28.75,5.397,959
2022-05-26T00:00:00.000Z,19.43,32.69,26.36,22.66,31.32,4.226,866
2022-05-27T00:00:00.000Z,20.07,31.19,26.23,23.1,29.8,3.595,978
2022-05-28T00:00:00.000Z,18.47,32.31,23.87,20.85,30.65,4.688,913
2022-05-29T00:00:00.000Z,17.78,22.71,19.92,18.91,21.18,1.372,766
2022-05-30T00:00:00.000Z,17.64,28.52,24.39,21.33,27.16,3.275,786
2022-05-31T00:00:00.000Z,21.28,33.13,23.58,22.21,30.88,4.221,889
2022-06-01T00:00:00.000Z,20.71,32.81,27.02,23.66,31.28,3.973,882
2022-06-02T00:00:00.000Z,21.7,23.79,22.51,22.09,22.91,0.547,127
2022-06-03T00:00:00.000Z,22.23,30.54,26.69,24.07,29.14,2.643,795
2022-06-04T00:00:00.000Z,21.41,32.54,30.52,23.44,31.96,4.189,604
2022-06-07T00:00:00.000Z,19.84,29.02,25.36,22.45,27.14,2.529,789
2022-06-08T00:00:00.000Z,20.32,29.29,25.46,22.5,28.27,2.945,811
2022-06-09T00:00:00.000Z,19.53,30.13,23.85,21.49,26.57,2.907,829
2022-06-10T00:00:00.000Z,18.44,26.83,22.58,21.14,25.49,2.615,845
2022-06-11T00:00:00.000Z,20.13,24.15,22.49,21.19,22.8,1.018,753
2022-06-12T00:00:00.000Z,21.96,29.03,25.79,24.05,26.7,1.779,847
2022-06-13T00:00:00.000Z,22.98,33.1,26.71,24.17,29.2,3.027,829
2022-06-14T00:00:00.000Z,18.43,32.86,23.86,22.05,29.26,4.3,836
2022-06-15T00:00:00.000Z,18.46,27.97,23.72,20.79,26.77,3.002,881
2022-06-16T00:00:00.000Z,20.05,32.64,27.74,24.41,30.51,3.732,755
2022-06-17T00:00:00.000Z,20.78,32.71,23.69,22.74,25.43,3.615,670
2022-06-18T00:00:00.000Z,19.41,28.53,24.93,21.67,27.19,2.915,853
2022-06-19T00:00:00.000Z,20.1,31.77,28.34,23.87,30.81,3.773,849
2022-06-20T00:00:00.000Z,19.55,34.15,28.19,23.6,31.72,4.385,910
2022-06-21T00:00:00.000Z,22.11,36.94,29.81,25.5,33.4,4.744,962
2022-06-22T00:00:00.000Z,20.88,32.14,26.25,22.57,30.09,3.609,912
2022-06-23T00:00:00.000Z,19.91,30.76,27.37,22.67,29.46,3.632,884
2022-06-24T00:00:00.000Z,20.57,32.34,28.73,24.34,31.1,3.727,876
2022-06-25T00:00:00.000Z,23.03,35.03,29.3,25.62,32.03,3.48,858
2022-06-26T00:00:00.000Z,22.29,32.78,25.55,23.34,28.15,2.894,730
2022-06-27T00:00:00.000Z,22.03,32.54,27.72,25.76,29.75,2.895,829
2022-06-28T00:00:00.000Z,23.86,31.61,27.65,25.67,29.52,2.237,823
2022-06-29T00:00:00.000Z,21.41,36.56,28.8,24.94,35.03,4.961,962
2022-06-30T00:00:00.000Z,23.22,36.9,29.24,26.45,35.61,4.581,827
2022-07-01T00:00:00.000Z,22.53,36.64,30.89,26.59,34.79,4.613,899
2022-07-02T00:00:00.000Z,24.36,36.99,31.74,27.79,35.51,4.106,938
2022-07-03T00:00:00.000Z,24.28,34.64,29.62,26.65,33.03,3.37,949
2022-07-04T00:00:00.000Z,23.77,37.53,30.77,27.96,36.03,4.317,864
2022-07-05T00:00:00.000Z,24.64,37.86,32.06,28.08,36.03,4.286,914
2022-07-06T00:00:00.000Z,23.89,36.79,28.66,26.22,33.22,3.856,812
2022-07-07T00:00:00.000Z,19.66,25.62,22.36,21.18,24.87,1.826,550
2022-07-08T00:00:00.000Z,21.49,31.02,27.49,24.32,29.71,2.88,812
2022-07-09T00:00:00.000Z,20.85,30.74,26.61,23.54,28.68,2.978,879
2022-07-10T00:00:00.000Z,20.7,31.57,24.99,24.15,27.83,2.661,854
2022-07-11T00:00:00.000Z,19.53,29.76,25.11,22.24,27.1,3.02,840
2022-07-12T00:00:00.000Z,20.36,29.83,25.82,21.89,28.77,3.312,914
2022-07-13T00:00:00.000Z,19.53,30.54,26.35,23.49,29.43,3.512,946
2022-07-14T00:00:00.000Z,21.1,35.72,28.34,24.35,33.67,4.669,969
2022-07-15T00:00:00.000Z,22.36,37.61,31.12,25.86,36.07,5.044,952
2022-07-16T00:00:00.000Z,23.71,35.89,27.63,25.37,30.52,3.711,949
2022-07-17T00:00:00.000Z,20.73,35.29,28.57,24.29,32.95,4.433,901
2022-07-18T00:00:00.000Z,19.64,30.14,24.58,21.87,28.71,3.406,912
2022-07-19T00:00:00.000Z,19.82,33.22,27.81,24.01,31.62,4.223,966
2022-07-20T00:00:00.000Z,20.82,34.99,29.34,25.84,33.89,4.594,956
2022-07-21T00:00:00.000Z,23.92,35.99,30.93,26.32,34.13,3.779,986
2022-07-22T00:00:00.000Z,22.2,36.26,30.94,26.77,34.86,4.597,931
2022-07-23T00:00:00.000Z,23.73,38.61,31.22,26.84,37.38,4.993,983
2022-07-24T00:00:00.000Z,24.44,40.64,32.81,26.16,38.9,5.949,990
2022-07-25T00:00:00.000Z,24.22,34.11,30.22,26.52,32.96,3.226,847
2022-07-26T00:00:00.000Z,25.19,38.07,31.94,28.74,36.72,4.22,944
2022-07-27T00:00:00.000Z,23.91,40.29,29.6,27.51,38.06,5.298,936
2022-07-28T00:00:00.000Z,22.79,30.31,25.7,24.47,29.13,2.388,888
2022-07-29T00:00:00.000Z,23.78,35.79,30.05,25.75,34.14,4.167,868
2022-07-30T00:00:00.000Z,22.97,37.15,30.84,27.69,34.32,4.256,841
2022-07-31T00:00:00.000Z,22.89,32.49,25.39,24.44,29.24,3.097,775
2022-08-01T00:00:00.000Z,22.22,31.32,27.99,24.58,29.08,2.744,850
2022-08-02T00:00:00.000Z,22.49,32.42,29.11,25.91,30.97,2.979,793
2022-08-03T00:00:00.000Z,23.32,33.57,28.68,25.74,32.31,3.364,889
2022-08-04T00:00:00.000Z,23.6,33.59,29.9,26.93,32.44,3.061,858
2022-08-05T00:00:00.000Z,25.27,35.11,31.81,28.52,34.17,3.25,873
2022-08-06T00:00:00.000Z,25.84,34.34,31.18,27.32,33.21,2.87,828
2022-08-07T00:00:00.000Z,25.1,34.27,29.97,26.78,32.89,2.948,929
2022-08-08T00:00:00.000Z,24.14,34.29,29.13,26.42,32.59,3.337,927
2022-08-09T00:00:00.000Z,23.48,36.11,29.32,24.97,33.56,4.216,1007
2022-08-10T00:00:00.000Z,21.63,30.32,24.75,22.84,26.88,2.426,937
2022-08-11T00:00:00.000Z,22.61,31.47,26.73,24.2,30.19,2.962,909
2022-08-12T00:00:00.000Z,22.47,33.83,28.1,25.15,32.54,3.824,958
2022-08-13T00:00:00.000Z,23.46,34.2,30.13,26.91,32.61,3.34,823
2022-08-14T00:00:00.000Z,21.92,30.12,26.11,24.13,27.34,2.118,797
2022-08-15T00:00:00.000Z,22.51,31.73,26.21,23.77,29.57,2.927,733
2022-08-16T00:00:00.000Z,22.48,35.2,28.82,25.6,32.65,4.064,948
2022-08-17T00:00:00.000Z,23.59,35.85,29.7,25.49,32.36,3.953,842
2022-08-18T00:00:00.000Z,25.26,34.01,29.99,26.94,32.79,2.834,800
2022-08-19T00:00:00.000Z,25.23,35.61,31.4,28.09,34.46,3.363,872
2022-08-20T00:00:00.000Z,24.87,36.33,31.38,27.23,34.72,3.711,907
2022-08-21T00:00:00.000Z,24.07,35.29,28.64,26.33,33.57,3.62,839
2022-08-22T00:00:00.000Z,24.34,33.36,28,25.46,31.63,3.106,867
2022-08-23T00:00:00.000Z,21.81,33.29,25.78,23.52,31.61,3.922,916
2022-08-24T00:00:00.000Z,21.73,32.29,27.85,25.18,30.65,3.174,940
2022-08-25T00:00:00.000Z,23.31,33.11,28.95,26.19,31.55,3.114,869
2022-08-26T00:00:00.000Z,24.44,34.03,29.42,26.34,32.36,3.148,844
2022-08-27T00:00:00.000Z,24.92,35.53,30.68,27.12,34.18,3.487,925
2022-08-28T00:00:00.000Z,23.87,37.78,30.02,27.07,36,4.594,937
2022-08-29T00:00:00.000Z,24.42,37.67,30.38,26.79,36.18,4.47,898
2022-08-30T00:00:00.000Z,23.19,36.47,27.73,25.41,33.35,4.143,917
2022-08-31T00:00:00.000Z,20.17,31.3,25.42,24.4,29.84,3.013,947
2022-09-01T00:00:00.000Z,19.64,28.17,23.96,22.56,26.69,2.513,922
2022-09-02T00:00:00.000Z,14.4,25.52,20.49,17.51,23.13,3.254,911
2022-09-03T00:00:00.000Z,14.32,19.09,16.11,15.31,17.93,1.463,730
2022-09-04T00:00:00.000Z,17.32,22.9,19.66,18.44,21.68,1.718,750
2022-09-05T00:00:00.000Z,17.11,26.49,23.08,20.87,25.52,3.015,857
2022-09-06T00:00:00.000Z,18.55,27.05,22.37,20.22,25.93,2.772,891
2022-09-07T00:00:00.000Z,16.77,29,23.81,20.95,27.9,3.812,815
2022-09-08T00:00:00.000Z,18.55,31.24,24.28,21.7,29.12,4.022,870
2022-09-09T00:00:00.000Z,19.37,33.61,26.91,23.69,30.46,4.335,844
2022-09-10T00:00:00.000Z,22.28,32.99,26.86,24.14,31.55,3.733,799
2022-09-11T00:00:00.000Z,21.09,30.3,24.53,22.84,29.05,3.056,831
2022-09-12T00:00:00.000Z,17.54,29.2,23.59,20.13,26.66,3.431,820
2022-09-13T00:00:00.000Z,15.75,26.21,21.74,19.11,24.95,3.211,861
2022-09-14T00:00:00.000Z,15.96,29.13,23.41,18.8,27.28,4.26,857
2022-09-15T00:00:00.000Z,20.05,34.49,29.5,25.27,32.47,4.555,834
2022-09-16T00:00:00.000Z,22.76,32.95,28.24,25.56,31.11,3.015,850
2022-09-17T00:00:00.000Z,21.42,29.23,25.68,23.14,27.81,2.382,760
2022-09-18T00:00:00.000Z,14.56,23.64,19.91,17.25,21.67,2.559,831
2022-09-19T00:00:00.000Z,12.63,25.52,19.13,14.86,23.93,4.317,760
2022-09-20T00:00:00.000Z,16.23,17.48,16.79,16.62,17.14,0.32,111
2022-09-21T00:00:00.000Z,14.77,23.4,20.05,17.98,20.96,2.296,575
2022-09-22T00:00:00.000Z,12.42,23.16,18.35,15.15,21.09,3.25,897
2022-09-23T00:00:00.000Z,14.32,21.79,16.12,15.27,20.19,2.515,833
2022-09-24T00:00:00.000Z,11.82,23.13,17.09,13.67,21.9,3.831,882
2022-09-25T00:00:00.000Z,11.39,26.7,19.19,16.8,24.31,4.959,802
2022-09-26T00:00:00.000Z,16.98,28.91,23.77,21.92,27.33,3.713,776
2022-09-27T00:00:00.000Z,16.8,25.16,21.51,20.37,23.25,2.059,667
2022-09-28T00:00:00.000Z,15.15,26.91,21.96,19.11,25.33,3.691,776
2022-09-29T00:00:00.000Z,18.18,29.56,23.25,20.26,27.35,3.689,871
2022-09-30T00:00:00.000Z,17.64,31.03,24.6,21.14,29.15,4.237,854
2022-10-01T00:00:00.000Z,18.3,31.73,26.08,21.41,29.34,4.316,843
2022-10-02T00:00:00.000Z,16.01,26.14,21.13,19.38,24.4,2.666,886
2022-10-03T00:00:00.000Z,13.67,23.7,16.44,15.29,18.76,2.729,842
2022-10-04T00:00:00.000Z,11.38,21.54,16.05,14.07,20.2,3.196,896
2022-10-05T00:00:00.000Z,11.35,22.9,17.34,13.84,21.29,3.732,865
2022-10-06T00:00:00.000Z,13.2,24.68,19.45,15.75,23.55,3.884,802
2022-10-07T00:00:00.000Z,13.83,22.49,19.05,16.86,21.85,2.917,774
2022-10-08T00:00:00.000Z,15.8,25.44,19.73,17.38,23.74,3.115,869
2022-10-09T00:00:00.000Z,13.77,26.28,20.11,17.13,24.36,3.933,862
2022-10-10T00:00:00.000Z,14.65,20.56,16.7,15.54,18.55,1.742,776
2022-10-11T00:00:00.000Z,10.51,22.55,18.3,13.58,20.86,3.809,937
2022-10-12T00:00:00.000Z,13.78,23.42,17.37,15.98,20.57,2.67,830
2022-10-13T00:00:00.000Z,12.34,23.02,16.98,14.29,21.25,3.57,818
2022-10-14T00:00:00.000Z,12.05,19.45,16.05,13.98,17.54,2.054,880
2022-10-15T00:00:00.000Z,10.19,18.98,15.08,12.07,18.1,2.848,839
2022-10-16T00:00:00.000Z,9.07,19.96,13.57,11.29,18.07,3.501,900
2022-10-17T00:00:00.000Z,9.83,21.59,14.52,11.12,19.54,3.936,816
2022-10-18T00:00:00.000Z,8.21,23.59,17,10.5,21.4,5.083,699
2022-10-21T00:00:00.000Z,8.81,18.62,12.87,10.42,16.22,3.127,803
2022-10-22T00:00:00.000Z,8.94,21.22,16.63,12.74,18.97,3.755,876
2022-10-23T00:00:00.000Z,13.48,29.58,19.46,16.27,25.64,4.543,856
2022-10-24T00:00:00.000Z,13.1,26.72,18.7,15.59,23.73,4.327,850
2022-10-25T00:00:00.000Z,13.97,28.27,21.44,18.29,26.06,4.342,806
2022-10-26T00:00:00.000Z,16.89,25.99,20.3,18.48,24.29,2.871,655
2022-10-27T00:00:00.000Z,13.52,26.63,17.86,15.27,22.84,3.592,880
2022-10-28T00:00:00.000Z,11.41,24.55,16.14,13.4,21.53,4.008,855
2022-10-29T00:00:00.000Z,11.7,25.64,18.19,14.9,22.88,4.392,817
2022-10-30T00:00:00.000Z,13,25.64,19.89,17.87,23.42,3.795,830
2022-10-31T00:00:00.000Z,14.58,25.43,18.55,16.36,22.37,3.36,906
2022-11-01T00:00:00.000Z,11.98,25.27,17.95,15.03,22.58,4.202,812
2022-11-02T00:00:00.000Z,12.95,27.27,18.92,16.19,24.71,4.534,854
2022-11-03T00:00:00.000Z,12.44,22.99,17.25,15.86,20.72,2.67,825
2022-11-04T00:00:00.000Z,10.48,22.21,16.12,12.87,20.1,3.712,771
2022-11-05T00:00:00.000Z,11.75,21.87,16.2,12.84,17.73,2.977,944
2022-11-06T00:00:00.000Z,15.3,20.09,16.71,16.19,18.11,1.298,640
2022-11-07T00:00:00.000Z,12.32,18.93,15.71,14.51,17.94,1.928,716
2022-11-08T00:00:00.000Z,12.64,22,15.77,14.08,19.2,2.807,670
2022-11-09T00:00:00.000Z,9.43,19.25,13.31,11.45,16.63,2.928,848
2022-11-10T00:00:00.000Z,8.72,20.17,14.57,11,18.11,3.722,720
2022-11-11T00:00:00.000Z,10.93,15.13,12.38,11.71,13.63,1.21,677
2022-11-12T00:00:00.000Z,10,18.28,13.74,11.82,16.38,2.444,582
2022-11-13T00:00:00.000Z,7.7,20.14,13.02,9.46,16.43,3.444,774
2022-11-14T00:00:00.000Z,6.37,13.36,11.07,7.56,12.06,2.358,635
2022-11-15T00:00:00.000Z,11.3,11.94,11.62,11.47,11.77,0.163,265
2022-11-16T00:00:00.000Z,9.69,13.14,11.24,10.22,12.21,1.022,669
2022-11-17T00:00:00.000Z,8.92,16.5,13.22,11.95,14.75,1.838,688
2022-11-18T00:00:00.000Z,7.27,15.95,11.9,8.83,13.02,2.453,878
2022-11-19T00:00:00.000Z,6.65,21.32,12.29,11,17.26,3.475,820
2022-11-20T00:00:00.000Z,5.24,13.08,11.02,7.15,12.1,2.625,801
2022-11-21T00:00:00.000Z,5.49,11.8,9.09,6.97,10.76,1.932,838
2022-11-22T00:00:00.000Z,7.84,12.45,9.61,9.11,10.65,1.182,763
2022-11-23T00:00:00.000Z,7.44,15.17,12.43,9.52,14.4,2.531,703
2022-11-24T00:00:00.000Z,7.84,13.4,11.39,9.44,12.07,1.556,791
2022-11-25T00:00:00.000Z,6.11,11.68,8.86,8.27,10.21,1.429,736
2022-11-26T00:00:00.000Z,4.69,13.11,8.14,5.95,8.96,1.874,702
2022-11-27T00:00:00.000Z,8.17,11.96,9.84,9.13,10.73,1.014,546
2022-11-28T00:00:00.000Z,2.95,8.28,6,4.75,6.8,1.281,786
2022-11-29T00:00:00.000Z,2.8,5.49,3.86,3.47,4.45,0.675,758
2022-11-30T00:00:00.000Z,2.59,5.81,3.98,3.42,4.57,0.805,895
2022-12-01T00:00:00.000Z,0.76,2.88,1.86,1.49,2.12,0.486,590
2022-12-02T00:00:00.000Z,1.55,7.63,5.98,3.04,7,1.96,712
